url;fv;tag
https://dev-wbpostalfr.pantheonsite.io/web/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0];1
https://iaccountts--08000usernew0.repl.co/;[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0];1
https://kazimierz.mfalkowska.pl/story/email@example.com;[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0];1
http://caissetraditionel.cz25304.tw1.ru/WepKit1;[0, 0, 0, 0, 0, 0, 0, 0, 1, 70, 0, 1, 0, 0, 0, 1, 1, 1, 0];1
https://accessobperbanca.numondotrading.com/fine.php;[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 1, 1, 0];1
https://ohcp1v.webwave.dev/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0];1
https://megaparseonalse.com/female-escorts/12350;[0, 1, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 1, 1, 0];1
https://kdci.edu.ph/lbiAccess/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
http://www.cubbychase5k10k.org/wp-includes/ID3/make/?hash=dadxax@daadax.net;[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://gateway.ipfs.io/ipfs/bafybeiatg56jqpok2hi37esf7p5irfhe2kyjgfia74gw4kgi4piqkfpieq;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
http://tuya-exit0col.000webhostapp.com/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 1, 0, 1, 1, 0, 1];1
https://megaparseonalse.com/auth/login/11325;[0, 0, 0, 1, 0, 0, 0, 0, 0, 13, 0, 0, 1, 0, 0, 0, 1, 1, 0];1
https://www.leaeflo.com/modules/dkbde/home/Error.php?hash=NzQyNzMyMzUxNjQ1OA==&token=;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
http://mjayme9jdg9izxiymjnyza.filesusr.com/html/c69417_3069841d505568614ed8bca153fc7adf.html?*otc1mzeyndy4kmh0dhbzoi8vd2vilmzhy2vib29rlmnvbs9dqvjtyxrlbwf0awnhcy8/zxbhpvnfqvjdsf9ct1gqkmvzkg==*;[0, 0, 1, 0, 0, 0, 0, 1, 1, 12, 0, 1, 0, 0, 1, 0, 1, 1, 1];1
https://ipfs.io/ipfs/QmayGPjETLazgGHyLggeMdXWnahrsdaumzYShU1ngwsnQF?filename=p908798667980%20098TUYIUOIPUOHGI%20-9807969708-9-807.html#example@example.com;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://www.foroarte.es/wp/privacy-policy/login.html;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://ipfs.io/ipfs/QmcAqpqAPL8nFGfBFEF9BqGisgw4hA5xkrigBRFV2d8tds/;[0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 0, 0, 0, 0, 0, 1, 1, 0];1
https://docs.google.com/forms/d/e/1FAIpQLSe8dS15kxXDcrHFspCFRbVY6sBDhP0E4540zZMhhVzoueWvKA/viewform?vc=0&c=0&w=1&flr=0&usp=mail_form_link;[0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 0];1
"https://VolvoCarsKC.us1.list-manage.com/track/click?u=08dc9a4a9422b51e272a8aed8&amp;id=3faaf4573c&amp;e=50fd152abb";[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://netsteril.com/CR/agri;[0, 0, 0, 0, 0, 0, 0, 1, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0];1
https://QmaBQMLfb7W99ydHyFq1tqyaUJqLsnA2bm8WybgfjEYdbU.ipfs.dweb.link/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://mondremebrese-17f42.firebaseapp.com/;[0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 1, 1, 0, 0];1
https://urlz.fr/kDqd;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://ipfs.filebase.io/ipfs/QmQEiEYD1A5PA8SCXK66Gb5wr5855ZTwJQj75aDYqxGhP2;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://ipfs.filebase.io/ipfs/bafybeifcapyj7jvme7k6wkvbedigwpomohe2rksx24srflbk2fwezsdmom;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://is4da3.webwave.dev/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0];1
https://broccoli-agjp-3l85.pbsxp55s5968.workers.dev/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
http://u1965047.plsk.regruhosting.ru/215/;[0, 0, 0, 0, 0, 0, 0, 1, 0, 17, 0, 1, 0, 0, 1, 0, 1, 1, 0];1
https://authorise-apple.web.app/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0];1
https://app99updeats.start.page/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 1, 1, 1, 0, 1];1
