url;fv;tag
http://pemblowwekiranfb.cxt.work.gd/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 1, 1, 1, 1];1
https://mandnew.com/reviu/Seleccione_medio_de_pago.php;[0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 1, 0, 0];1
https://huncicade.web.app/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://round-bonus-57f1.z57lqmq6.workers.dev/;[0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 1, 0];1
https://karol.falkiewicz.nieruchomosci.pl/aiigro/email@example.com;[1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0];1
http://automatic-kaput-gull.glitch.me/NavyFederalCUMobileApp.HTML;[0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 1, 0, 0];1
https://gateway.pinata.cloud/ipfs/bafybeie5vruazwra7asqtxbglqtqjdpkakt2r3jtlxaq3h2wzybxfjgu64;[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://westpac-online.000webhostapp.com/;[0, 1, 0, 1, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 1, 1, 0, 1];1
https://advokatcaric.com/meatloaf.php;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
https://ingreso.ficohsainicio.repl.co/;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0];1
https://checkered-tortoiseshell-quarter.glitch.me/onlineaccess298482nfcu.HTM;[0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 1, 0, 0];1
http://att-loginpage-661904.square.site/;[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0];1
