f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,tag
0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,286,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,151,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,57,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,123,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,0,283,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,58,0,0,0,0,0,1,0,0,1,0
0,1,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,250,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,44,0,1,0,0,1,1,1,0,1,0
0,0,0,0,0,0,0,1,1,88,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,227,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,447,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,143,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,1,0,68,0,0,0,0,0,0,1,1,0,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1
0,1,1,0,0,0,0,0,0,7,0,1,0,0,1,1,1,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
0,1,1,1,0,0,0,0,1,12,0,0,1,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,1
0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,1,1
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,1,1,0,0,1
0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,1,0,20,0,1,0,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
