f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,tag
0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,241,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,751,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,591,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,288,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,133,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,1,493,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,133,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,142,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,158,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,1,566,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,283,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,301,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,103,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,571,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,31,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,1,355,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,1,353,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,0,37,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,294,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,220,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,159,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,78,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,1,1,0,1,0
0,0,0,0,0,0,0,1,0,138,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,0,290,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,420,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,128,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,1,155,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,391,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,324,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,0,30,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,1,1,272,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,211,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,21,0,0,1,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,114,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,1,189,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,383,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,1,663,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,262,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,1,1,316,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1,175,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,313,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,96,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,228,0,1,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,1,0,496,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,1,1,1,372,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,185,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,1,544,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,739,0,0,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,1,0,784,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,101,0,1,0,0,0,1,1,0,1,0
0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,0,387,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,1,0
