18.0000000000,0.0168539326,33.0000000000,0.0308988764,32.0000000000,0.0299625468,37.0000000000,0.0346441948,33.0000000000,0.0308988764,22.0000000000,0.0205992509,36.0000000000,0.0337078652,24.0000000000,0.0224719101,22.0000000000,0.0205992509,25.0000000000,0.0234082397,31.0000000000,0.0290262172,33.0000000000,0.0308988764,28.0000000000,0.0262172285,27.0000000000,0.0252808989,16.0000000000,0.0149812734,32.0000000000,0.0299625468,28.0000000000,0.0262172285,29.0000000000,0.0271535581,27.0000000000,0.0252808989,24.0000000000,0.0224719101,27.0000000000,0.0252808989,23.0000000000,0.0215355805,26.0000000000,0.0243445693,23.0000000000,0.0215355805,30.0000000000,0.0280898876,27.0000000000,0.0252808989,23.0000000000,0.0215355805,35.0000000000,0.0327715356,25.0000000000,0.0234082397,34.0000000000,0.0318352060,28.0000000000,0.0262172285,18.0000000000,0.0168539326,30.0000000000,0.0280898876,17.0000000000,0.0159176030,27.0000000000,0.0252808989,19.0000000000,0.0177902622,23.0000000000,0.0215355805,21.0000000000,0.0196629213,30.0000000000,0.0280898876,25.0000000000,0.0234082397,1.0000000000
29.0000000000,0.0271535581,26.0000000000,0.0243445693,23.0000000000,0.0215355805,23.0000000000,0.0215355805,37.0000000000,0.0346441948,21.0000000000,0.0196629213,23.0000000000,0.0215355805,33.0000000000,0.0308988764,28.0000000000,0.0262172285,16.0000000000,0.0149812734,26.0000000000,0.0243445693,23.0000000000,0.0215355805,19.0000000000,0.0177902622,32.0000000000,0.0299625468,31.0000000000,0.0290262172,27.0000000000,0.0252808989,38.0000000000,0.0355805243,28.0000000000,0.0262172285,26.0000000000,0.0243445693,23.0000000000,0.0215355805,31.0000000000,0.0290262172,31.0000000000,0.0290262172,32.0000000000,0.0299625468,34.0000000000,0.0318352060,26.0000000000,0.0243445693,27.0000000000,0.0252808989,23.0000000000,0.0215355805,33.0000000000,0.0308988764,22.0000000000,0.0205992509,29.0000000000,0.0271535581,29.0000000000,0.0271535581,22.0000000000,0.0205992509,24.0000000000,0.0224719101,29.0000000000,0.0271535581,18.0000000000,0.0168539326,23.0000000000,0.0215355805,26.0000000000,0.0243445693,32.0000000000,0.0299625468,25.0000000000,0.0234082397,20.0000000000,0.0187265918,1.0000000000
25.0000000000,0.0234082397,20.0000000000,0.0187265918,29.0000000000,0.0271535581,24.0000000000,0.0224719101,32.0000000000,0.0299625468,32.0000000000,0.0299625468,27.0000000000,0.0252808989,19.0000000000,0.0177902622,31.0000000000,0.0290262172,24.0000000000,0.0224719101,25.0000000000,0.0234082397,32.0000000000,0.0299625468,30.0000000000,0.0280898876,19.0000000000,0.0177902622,26.0000000000,0.0243445693,25.0000000000,0.0234082397,27.0000000000,0.0252808989,31.0000000000,0.0290262172,29.0000000000,0.0271535581,25.0000000000,0.0234082397,26.0000000000,0.0243445693,30.0000000000,0.0280898876,26.0000000000,0.0243445693,25.0000000000,0.0234082397,34.0000000000,0.0318352060,32.0000000000,0.0299625468,30.0000000000,0.0280898876,21.0000000000,0.0196629213,23.0000000000,0.0215355805,30.0000000000,0.0280898876,27.0000000000,0.0252808989,23.0000000000,0.0215355805,31.0000000000,0.0290262172,27.0000000000,0.0252808989,25.0000000000,0.0234082397,24.0000000000,0.0224719101,31.0000000000,0.0290262172,25.0000000000,0.0234082397,20.0000000000,0.0187265918,26.0000000000,0.0243445693,1.0000000000
30.0000000000,0.0280898876,31.0000000000,0.0290262172,22.0000000000,0.0205992509,23.0000000000,0.0215355805,31.0000000000,0.0290262172,35.0000000000,0.0327715356,24.0000000000,0.0224719101,26.0000000000,0.0243445693,28.0000000000,0.0262172285,29.0000000000,0.0271535581,36.0000000000,0.0337078652,21.0000000000,0.0196629213,19.0000000000,0.0177902622,19.0000000000,0.0177902622,31.0000000000,0.0290262172,29.0000000000,0.0271535581,26.0000000000,0.0243445693,30.0000000000,0.0280898876,19.0000000000,0.0177902622,29.0000000000,0.0271535581,26.0000000000,0.0243445693,22.0000000000,0.0205992509,28.0000000000,0.0262172285,21.0000000000,0.0196629213,30.0000000000,0.0280898876,21.0000000000,0.0196629213,25.0000000000,0.0234082397,31.0000000000,0.0290262172,27.0000000000,0.0252808989,26.0000000000,0.0243445693,32.0000000000,0.0299625468,34.0000000000,0.0318352060,22.0000000000,0.0205992509,28.0000000000,0.0262172285,27.0000000000,0.0252808989,31.0000000000,0.0290262172,26.0000000000,0.0243445693,25.0000000000,0.0234082397,21.0000000000,0.0196629213,27.0000000000,0.0252808989,1.0000000000
31.0000000000,0.0290262172,30.0000000000,0.0280898876,23.0000000000,0.0215355805,21.0000000000,0.0196629213,23.0000000000,0.0215355805,24.0000000000,0.0224719101,24.0000000000,0.0224719101,33.0000000000,0.0308988764,26.0000000000,0.0243445693,23.0000000000,0.0215355805,30.0000000000,0.0280898876,25.0000000000,0.0234082397,27.0000000000,0.0252808989,36.0000000000,0.0337078652,28.0000000000,0.0262172285,21.0000000000,0.0196629213,33.0000000000,0.0308988764,26.0000000000,0.0243445693,28.0000000000,0.0262172285,20.0000000000,0.0187265918,27.0000000000,0.0252808989,19.0000000000,0.0177902622,22.0000000000,0.0205992509,27.0000000000,0.0252808989,32.0000000000,0.0299625468,24.0000000000,0.0224719101,31.0000000000,0.0290262172,22.0000000000,0.0205992509,25.0000000000,0.0234082397,28.0000000000,0.0262172285,27.0000000000,0.0252808989,25.0000000000,0.0234082397,27.0000000000,0.0252808989,31.0000000000,0.0290262172,35.0000000000,0.0327715356,30.0000000000,0.0280898876,34.0000000000,0.0318352060,23.0000000000,0.0215355805,22.0000000000,0.0205992509,25.0000000000,0.0234082397,1.0000000000
31.0000000000,0.0290262172,32.0000000000,0.0299625468,24.0000000000,0.0224719101,21.0000000000,0.0196629213,23.0000000000,0.0215355805,28.0000000000,0.0262172285,19.0000000000,0.0177902622,21.0000000000,0.0196629213,22.0000000000,0.0205992509,29.0000000000,0.0271535581,36.0000000000,0.0337078652,26.0000000000,0.0243445693,35.0000000000,0.0327715356,27.0000000000,0.0252808989,30.0000000000,0.0280898876,25.0000000000,0.0234082397,26.0000000000,0.0243445693,31.0000000000,0.0290262172,31.0000000000,0.0290262172,24.0000000000,0.0224719101,23.0000000000,0.0215355805,29.0000000000,0.0271535581,23.0000000000,0.0215355805,24.0000000000,0.0224719101,28.0000000000,0.0262172285,27.0000000000,0.0252808989,28.0000000000,0.0262172285,27.0000000000,0.0252808989,23.0000000000,0.0215355805,31.0000000000,0.0290262172,25.0000000000,0.0234082397,31.0000000000,0.0290262172,31.0000000000,0.0290262172,21.0000000000,0.0196629213,27.0000000000,0.0252808989,32.0000000000,0.0299625468,29.0000000000,0.0271535581,21.0000000000,0.0196629213,30.0000000000,0.0280898876,17.0000000000,0.0159176030,1.0000000000
21.0000000000,0.0196629213,33.0000000000,0.0308988764,25.0000000000,0.0234082397,21.0000000000,0.0196629213,32.0000000000,0.0299625468,29.0000000000,0.0271535581,28.0000000000,0.0262172285,26.0000000000,0.0243445693,27.0000000000,0.0252808989,19.0000000000,0.0177902622,25.0000000000,0.0234082397,23.0000000000,0.0215355805,32.0000000000,0.0299625468,25.0000000000,0.0234082397,29.0000000000,0.0271535581,24.0000000000,0.0224719101,29.0000000000,0.0271535581,29.0000000000,0.0271535581,27.0000000000,0.0252808989,25.0000000000,0.0234082397,30.0000000000,0.0280898876,26.0000000000,0.0243445693,24.0000000000,0.0224719101,28.0000000000,0.0262172285,37.0000000000,0.0346441948,23.0000000000,0.0215355805,28.0000000000,0.0262172285,26.0000000000,0.0243445693,28.0000000000,0.0262172285,23.0000000000,0.0215355805,34.0000000000,0.0318352060,22.0000000000,0.0205992509,26.0000000000,0.0243445693,20.0000000000,0.0187265918,22.0000000000,0.0205992509,30.0000000000,0.0280898876,35.0000000000,0.0327715356,23.0000000000,0.0215355805,28.0000000000,0.0262172285,26.0000000000,0.0243445693,1.0000000000
19.0000000000,0.0177902622,22.0000000000,0.0205992509,32.0000000000,0.0299625468,31.0000000000,0.0290262172,32.0000000000,0.0299625468,28.0000000000,0.0262172285,24.0000000000,0.0224719101,42.0000000000,0.0393258427,21.0000000000,0.0196629213,36.0000000000,0.0337078652,25.0000000000,0.0234082397,22.0000000000,0.0205992509,25.0000000000,0.0234082397,19.0000000000,0.0177902622,25.0000000000,0.0234082397,28.0000000000,0.0262172285,24.0000000000,0.0224719101,21.0000000000,0.0196629213,33.0000000000,0.0308988764,24.0000000000,0.0224719101,28.0000000000,0.0262172285,28.0000000000,0.0262172285,28.0000000000,0.0262172285,20.0000000000,0.0187265918,21.0000000000,0.0196629213,21.0000000000,0.0196629213,30.0000000000,0.0280898876,30.0000000000,0.0280898876,37.0000000000,0.0346441948,18.0000000000,0.0168539326,35.0000000000,0.0327715356,27.0000000000,0.0252808989,25.0000000000,0.0234082397,32.0000000000,0.0299625468,22.0000000000,0.0205992509,25.0000000000,0.0234082397,21.0000000000,0.0196629213,25.0000000000,0.0234082397,30.0000000000,0.0280898876,32.0000000000,0.0299625468,1.0000000000
27.0000000000,0.0252808989,23.0000000000,0.0215355805,38.0000000000,0.0355805243,26.0000000000,0.0243445693,21.0000000000,0.0196629213,27.0000000000,0.0252808989,31.0000000000,0.0290262172,31.0000000000,0.0290262172,26.0000000000,0.0243445693,28.0000000000,0.0262172285,24.0000000000,0.0224719101,30.0000000000,0.0280898876,28.0000000000,0.0262172285,28.0000000000,0.0262172285,24.0000000000,0.0224719101,24.0000000000,0.0224719101,33.0000000000,0.0308988764,24.0000000000,0.0224719101,32.0000000000,0.0299625468,25.0000000000,0.0234082397,30.0000000000,0.0280898876,27.0000000000,0.0252808989,21.0000000000,0.0196629213,29.0000000000,0.0271535581,32.0000000000,0.0299625468,28.0000000000,0.0262172285,17.0000000000,0.0159176030,26.0000000000,0.0243445693,22.0000000000,0.0205992509,35.0000000000,0.0327715356,21.0000000000,0.0196629213,28.0000000000,0.0262172285,22.0000000000,0.0205992509,22.0000000000,0.0205992509,34.0000000000,0.0318352060,27.0000000000,0.0252808989,31.0000000000,0.0290262172,18.0000000000,0.0168539326,24.0000000000,0.0224719101,24.0000000000,0.0224719101,1.0000000000
30.0000000000,0.0280898876,31.0000000000,0.0290262172,28.0000000000,0.0262172285,23.0000000000,0.0215355805,32.0000000000,0.0299625468,35.0000000000,0.0327715356,22.0000000000,0.0205992509,19.0000000000,0.0177902622,33.0000000000,0.0308988764,30.0000000000,0.0280898876,22.0000000000,0.0205992509,22.0000000000,0.0205992509,29.0000000000,0.0271535581,24.0000000000,0.0224719101,29.0000000000,0.0271535581,27.0000000000,0.0252808989,29.0000000000,0.0271535581,26.0000000000,0.0243445693,28.0000000000,0.0262172285,28.0000000000,0.0262172285,23.0000000000,0.0215355805,25.0000000000,0.0234082397,31.0000000000,0.0290262172,26.0000000000,0.0243445693,22.0000000000,0.0205992509,33.0000000000,0.0308988764,27.0000000000,0.0252808989,37.0000000000,0.0346441948,25.0000000000,0.0234082397,30.0000000000,0.0280898876,26.0000000000,0.0243445693,21.0000000000,0.0196629213,30.0000000000,0.0280898876,19.0000000000,0.0177902622,26.0000000000,0.0243445693,22.0000000000,0.0205992509,26.0000000000,0.0243445693,21.0000000000,0.0196629213,26.0000000000,0.0243445693,25.0000000000,0.0234082397,1.0000000000
